name,e,f_failed,r_failed,v_failed,nc_failed
C/1887 B1 (Great southern comet),1.0,1,1,1,0
C/2007 W4 (SOHO),1.0,1,0,1,0
C/2007 V5 (SOHO),1.0,3,23,1,0
C/2007 Y5 (SOHO),1.0,1,0,1,0
C/2007 X9 (SOHO),1.0,1,1,1,0
C/2007 X10 (SOHO),1.0,5,147,1,0
C/2007 X11 (SOHO),1.0,1,1,1,0
C/2007 X12 (SOHO),1.0,1,0,1,0
C/2007 X13 (SOHO),1.0,1,1,1,0
C/2007 X15 (SOHO),1.0,1,1,1,0
C/2007 Y3 (SOHO),1.0,7,257,1,0
C/2007 Y4 (SOHO),1.0,1,0,0,0
C/2007 Y6 (SOHO),1.0,1,0,1,0
C/2007 X7 (SOHO),1.0,1,0,0,0
C/2007 Y7 (SOHO),1.0,7,257,1,0
C/2007 Y8 (SOHO),1.0,1,0,0,0
C/2007 Y9 (SOHO),1.0,3,23,1,0
C/2007 Y10 (SOHO),1.0,3,15,1,0
C/2008 A3 (SOHO),1.0,1,0,0,0
C/2008 B1 (SOHO),1.0,3,3,1,0
C/2008 B2 (SOHO),1.0,5,109,1,0
C/2008 B3 (SOHO),1.0,3,23,1,0
C/2008 B4 (SOHO),1.0,1,1,1,0
C/2007 X8 (SOHO),1.0,1,1,1,0
C/2007 X6 (SOHO),1.0,1,0,1,0
C/2008 C4 (SOHO),1.0,1,1,1,0
C/2007 X5 (SOHO),1.0,3,23,1,0
C/2007 W10 (SOHO),1.0,1,1,1,0
C/2007 W11 (SOHO),1.0,1,0,1,0
C/2007 W12 (SOHO),1.0,3,3,1,0
C/2007 X1 (SOHO),1.0,1,0,0,0
C/2007 X2 (SOHO),1.0,3,1,1,0
C/2007 X3 (SOHO),1.0,1,1,1,0
C/2007 X4 (SOHO),1.0,1,1,1,0
C/2008 C3 (SOHO),1.0,1,0,0,0
C/2008 C5 (SOHO),1.0,3,5,1,0
C/2008 J9 (SOHO),1.0,1,1,1,0
C/2008 H3 (SOHO),1.0,7,387,1,0
C/2008 H5 (SOHO),1.0,1,1,1,0
C/2008 H6 (SOHO),1.0,1,0,1,0
C/2008 H7 (SOHO),1.0,1,0,1,0
C/2008 H8 (SOHO),1.0,1,1,1,0
C/2008 H9 (SOHO),1.0,3,23,1,0
C/2008 J7 (SOHO),1.0,3,1,1,0
C/2008 J8 (SOHO),1.0,1,1,1,0
C/2008 J10 (SOHO),1.0,1,0,0,0
C/2008 G6 (SOHO),1.0,1,0,0,0
C/2008 J11 (SOHO),1.0,1,0,1,0
C/2008 J13 (SOHO),1.0,1,0,1,0
C/2008 J14 (SOHO),1.0,5,47,1,0
C/2008 J15 (SOHO),1.0,1,1,1,0
C/2008 J16 (SOHO),1.0,1,1,1,0
C/2008 H2 (SOHO),1.0,1,1,1,0
C/2008 G5 (SOHO),1.0,1,1,1,0
C/2008 C6 (SOHO),1.0,1,1,1,0
C/2008 D7 (SOHO),1.0,1,1,1,0
C/2008 C7 (SOHO),1.0,5,65,1,0
C/2008 C8 (SOHO),1.0,1,1,1,0
C/2008 D1 (STEREO),1.0,1,0,1,0
C/2008 D2 (STEREO),1.0,1,1,1,0
C/2008 D3 (STEREO),1.0,1,1,1,0
C/2008 D4 (STEREO),1.0,7,257,1,0
C/2008 D5 (SOHO),1.0,7,257,1,0
C/2008 D6 (SOHO),1.0,1,0,0,0
C/2008 D8 (SOHO),1.0,1,1,1,0
C/2008 G4 (SOHO),1.0,7,257,1,0
C/2008 D9 (SOHO),1.0,1,1,1,0
C/2008 E5 (STEREO),1.0,1,1,1,0
C/2008 E6 (STEREO),1.0,1,1,1,0
C/2008 E8 (SOHO),1.0,3,3,1,0
C/2008 E9 (SOHO),1.0,1,1,1,0
C/2008 F1 (SOHO),1.0,1,0,0,0
C/2008 G3 (SOHO),1.0,3,23,1,0
C/1695 U1,1.0,1,0,0,0
C/1983 S2 (SOLWIND),1.0,1,1,1,0
C/1997 V6 (SOHO),1.0,1,1,1,0
C/1997 R2 (SOHO),1.0,1,1,1,0
C/1997 Q2 (SOHO),1.0,1,1,1,0
C/1997 Q1 (SOHO),1.0,1,1,1,0
C/1997 P5 (SOHO),1.0,1,1,1,0
C/1997 P4 (SOHO),1.0,1,1,1,0
C/1997 P3 (SOHO),1.0,1,1,1,0
C/1997 P1 (SOHO),1.0,3,1,1,0
C/1997 O3 (SOHO),1.0,1,1,1,0
C/1997 O2 (SOHO),1.0,1,0,0,0
C/1997 N3 (SOHO),1.0,3,13,1,0
C/1997 M5 (SOHO),1.0,3,13,1,0
C/1997 M4 (SOHO),1.0,1,1,1,0
C/1997 M3 (SOHO),1.0,3,5,1,0
C/1997 M1 (SOHO),1.0,1,0,1,0
C/1997 L5 (SOHO),1.0,1,0,1,0
C/1997 L4 (SOHO),1.0,1,1,1,0
C/1997 L3 (SOHO),1.0,1,0,1,0
C/1997 L2 (SOHO),1.0,1,0,0,0
C/1997 K7 (SOHO),1.0,1,0,1,0
C/1997 K6 (SOHO),1.0,1,1,1,0
C/1997 K5 (SOHO),1.0,1,1,1,0
C/1997 K4 (SOHO),1.0,3,5,1,0
C/1997 K3 (SOHO),1.0,3,1,1,0
C/1997 K1 (SOHO),1.0,1,1,1,0
C/1997 J5 (SOHO),1.0,3,1,1,0
C/1997 J4 (SOHO),1.0,1,1,1,0
C/1997 J3 (SOHO),1.0,3,1,1,0
C/1997 R1 (SOHO),1.0,1,1,1,0
C/1997 R3 (SOHO),1.0,1,1,1,0
C/1997 W2 (SOHO),1.0,3,23,1,0
C/1997 S1 (SOHO),1.0,1,0,1,0
C/1997 V8 (SOHO),1.0,1,0,1,0
C/1997 V7 (SOHO),1.0,1,0,0,0
C/1984 O2 (SOLWIND),1.0,1,0,0,0
C/1997 V5 (SOHO),1.0,3,1,1,0
C/1997 V4 (SOHO),1.0,3,23,1,0
C/1997 V3 (SOHO),1.0,1,1,1,0
C/1997 V2 (SOHO),1.0,1,1,1,0
C/1997 U9 (SOHO),1.0,1,0,0,0
C/1997 U7 (SOHO),1.0,1,1,1,0
C/1997 U6 (SOHO),1.0,1,1,1,0
C/1997 U5 (SOHO),1.0,1,1,1,0
C/1997 U4 (SOHO),1.0,3,23,1,0
C/1997 U3 (SOHO),1.0,1,0,1,0
C/1997 U2 (SOHO),1.0,1,1,1,0
C/1997 U1 (SOHO),1.0,1,0,1,0
C/1997 T8 (SOHO),1.0,1,0,1,0
C/1997 T7 (SOHO),1.0,1,1,1,0
C/1997 T6 (SOHO),1.0,3,23,1,0
C/1997 T5 (SOHO),1.0,1,1,1,0
C/1997 T4 (SOHO),1.0,1,1,1,0
C/1997 T2 (SOHO),1.0,7,387,1,0
C/1997 S5 (SOHO),1.0,1,1,1,0
C/1997 S4 (SOHO),1.0,1,0,0,0
C/1997 S3 (SOHO),1.0,1,1,1,0
C/1997 S2 (SOHO),1.0,1,1,1,0
C/1997 H4 (SOHO),1.0,1,0,0,0
C/1997 H3 (SOHO),1.0,1,1,1,0
C/1996 O2 (SOHO),1.0,1,1,1,0
C/1996 O1 (SOHO),1.0,3,7,1,0
C/1996 M3 (SOHO),1.0,3,7,1,0
C/1996 M2 (SOHO),1.0,3,23,1,0
C/1996 M1 (SOHO),1.0,1,1,1,0
C/1996 L2 (SOHO),1.0,1,1,1,0
C/1996 L1 (SOHO),1.0,3,23,1,0
C/1996 H1 (SOHO),1.0,1,0,1,0
C/1996 F2 (SOHO),1.0,1,1,1,0
C/1996 E2 (SOHO),1.0,3,1,1,0
C/1996 D1 (SOHO),1.0,1,1,1,0
C/1996 B5 (SOHO),1.0,3,23,1,0
C/1996 B4 (SOHO),1.0,3,23,1,0
C/1996 B3 (SOHO),1.0,1,1,1,0
C/1996 A2 (SOHO),1.0,1,1,1,0
C/2007 S10 (SOHO),1.0,7,257,1,0
C/2007 S11 (SOHO),1.0,1,0,0,0
C/2007 T7 (SOHO),1.0,1,1,1,0
C/2007 T8 (SOHO),1.0,7,257,1,0
C/2007 T9 (SOHO),1.0,7,257,1,0
C/2007 T10 (SOHO),1.0,7,257,1,0
C/2007 T11 (SOHO),1.0,3,23,1,0
C/2007 T12 (SOHO),1.0,3,23,1,0
C/2007 T13 (SOHO),1.0,7,257,1,0
C/2007 T14 (SOHO),1.0,1,1,1,0
C/2007 U3 (SOHO),1.0,1,0,1,0
C/1996 O3 (SOHO),1.0,1,1,1,0
C/1996 O4 (SOHO),1.0,1,1,1,0
C/1996 Q2 (SOHO),1.0,1,0,1,0
C/2007 S8 (SOHO),1.0,1,1,1,0
C/1997 G6 (SOHO),1.0,3,23,1,0
C/1997 G5 (SOHO),1.0,7,257,1,0
C/1997 G4 (SOHO),1.0,3,23,1,0
C/1997 G3 (SOHO),1.0,3,23,1,0
C/1997 E2 (SOHO),1.0,3,23,1,0
C/1997 B5 (SOHO),1.0,1,0,0,0
C/1997 B4 (SOHO),1.0,1,0,0,0
C/1997 B3 (SOHO),1.0,3,3,1,0
C/1997 B2 (SOHO),1.0,1,1,1,0
C/1996 Y2 (SOHO),1.0,3,5,1,0
C/1996 Q3 (SOHO),1.0,1,1,1,0
C/1996 Y1 (SOHO),1.0,3,1,1,0
C/1996 X2 (SOHO),1.0,1,1,1,0
C/1996 X1 (SOHO),1.0,3,19,1,0
C/1996 V2 (SOHO),1.0,1,0,0,0
C/1996 V1 (SOHO),1.0,1,1,1,0
C/1996 S3 (SOHO),1.0,3,13,1,0
C/1996 R5 (SOHO),1.0,1,1,1,0
C/1996 R4 (SOHO),1.0,3,1,1,0
C/2007 S9 (SOHO),1.0,1,0,1,0
C/1997 W1 (SOHO),1.0,3,1,1,0
C/1997 W3 (SOHO),1.0,3,1,1,0
C/2007 U5 (SOHO),1.0,3,23,1,0
C/1999 C1 (SOHO),1.0,1,1,1,0
C/1998 X12 (SOHO),1.0,1,1,1,0
C/1998 X11 (SOHO),1.0,7,257,1,0
C/1998 X10 (SOHO),1.0,3,23,1,0
C/1998 X9 (SOHO),1.0,1,1,1,0
C/1998 X8 (SOHO),1.0,3,1,1,0
C/1998 X7 (SOHO),1.0,1,1,1,0
C/1998 X6 (SOHO),1.0,3,19,1,0
C/1998 X5 (SOHO),1.0,1,1,1,0
C/1998 X4 (SOHO),1.0,1,1,1,0
C/1998 X3 (SOHO),1.0,1,1,1,0
C/1998 W8 (SOHO),1.0,1,0,1,0
C/1998 W6 (SOHO),1.0,1,1,1,0
C/1998 W5 (SOHO),1.0,1,0,1,0
C/1998 W4 (SOHO),1.0,1,1,1,0
C/2007 S5 (SOHO),1.0,7,185,1,0
C/1998 V9 (SOHO),1.0,1,1,1,0
C/1998 V8 (SOHO),1.0,1,0,0,0
C/1998 V7 (SOHO),1.0,1,1,1,0
C/1998 V6 (SOHO),1.0,1,1,1,0
C/1998 V5 (SOHO),1.0,1,1,1,0
C/1998 V4 (SOHO),1.0,3,23,1,0
C/1998 V3 (SOHO),1.0,3,1,1,0
C/1998 V2 (SOHO),1.0,1,1,1,0
C/1998 V1 (SOHO),1.0,7,257,1,0
C/1998 U7 (SOHO),1.0,1,1,1,0
C/1998 U6 (SOHO),1.0,1,1,1,0
C/2007 S4 (SOHO),1.0,3,23,1,0
C/1999 C2 (SOHO),1.0,1,0,1,0
C/1997 X1 (SOHO),1.0,1,1,1,0
C/2007 S3 (SOHO),1.0,1,1,1,0
C/1999 K10 (SOHO),1.0,3,1,1,0
C/1999 K9 (SOHO),1.0,3,7,1,0
C/2007 R8 (SOHO),1.0,1,1,1,0
C/2007 R9 (SOHO),1.0,1,1,1,0
C/1999 K1 (SOHO),1.0,1,1,1,0
C/1999 J13 (SOHO),1.0,1,0,1,0
C/1999 J12 (SOHO),1.0,1,1,1,0
C/1999 J11 (SOHO),1.0,1,1,1,0
C/1999 J10 (SOHO),1.0,1,1,1,0
C/1999 J9 (SOHO),1.0,3,23,1,0
C/1999 J8 (SOHO),1.0,3,5,1,0
C/1999 J7 (SOHO),1.0,1,1,1,0
C/1999 J1 (SOHO),1.0,1,1,1,0
C/1999 H9 (SOHO),1.0,1,1,1,0
C/1999 H8 (SOHO),1.0,3,23,1,0
C/1999 H7 (SOHO),1.0,1,0,1,0
C/1999 H6 (SOHO),1.0,1,1,1,0
C/1999 H5 (SOHO),1.0,1,1,1,0
C/1999 H4 (SOHO),1.0,3,1,1,0
C/1999 H2 (SOHO),1.0,1,1,1,0
C/1999 G5 (SOHO),1.0,1,1,1,0
C/1999 G4 (SOHO),1.0,3,1,1,0
C/1999 G3 (SOHO),1.0,1,1,1,0
C/1999 G2 (SOHO),1.0,7,257,1,0
C/2007 R10 (SOHO),1.0,1,0,0,0
C/1999 F3 (SOHO),1.0,1,0,0,0
C/1999 E2 (SOHO),1.0,1,1,1,0
C/1998 T2 (SOHO),1.0,7,257,1,0
C/1998 M10 (SOHO),1.0,1,1,1,0
C/1998 M9 (SOHO),1.0,3,7,1,0
C/1998 M8 (SOHO),1.0,3,1,1,0
C/1998 H3 (SOHO),1.0,1,1,1,0
C/1998 H2 (SOHO),1.0,1,1,1,0
C/1998 G9 (SOHO),1.0,1,0,0,0
C/2007 J9 (SOHO),1.0,3,19,1,0
C/1998 G7 (SOHO),1.0,1,1,1,0
C/1998 G6 (SOHO),1.0,1,1,1,0
C/1998 G5 (SOHO),1.0,3,23,1,0
C/1998 G4 (SOHO),1.0,1,1,1,0
C/1998 G3 (SOHO),1.0,1,0,0,0
C/1998 G2 (SOHO),1.0,7,257,1,0
C/2007 S7 (SOHO),1.0,3,23,1,0
C/1998 F2 (SOHO),1.0,3,23,1,0
C/1998 F1 (SOHO),1.0,1,1,1,0
C/1998 E1 (SOHO),1.0,1,1,1,0
C/1998 B2 (SOHO),1.0,7,257,1,0
C/1998 A2 (SOHO),1.0,1,0,0,0
C/1998 A1 (SOHO),1.0,1,1,1,0
C/1997 Y3 (SOHO),1.0,3,3,1,0
C/1997 Y2 (SOHO),1.0,1,1,1,0
C/1997 Y1 (SOHO),1.0,1,1,1,0
C/1997 X7 (SOHO),1.0,1,0,0,0
C/1997 X6 (SOHO),1.0,3,3,1,0
C/1997 X5 (SOHO),1.0,1,1,1,0
C/1997 X4 (SOHO),1.0,1,1,1,0
C/1997 X3 (SOHO),1.0,3,1,1,0
C/1998 H4 (SOHO),1.0,3,23,1,0
C/1998 H5 (SOHO),1.0,7,257,1,0
C/1998 H6 (SOHO),1.0,3,23,1,0
C/1998 K16 (SOHO),1.0,1,1,1,0
C/1998 M7 (SOHO),1.0,1,1,1,0
C/1998 L10 (SOHO),1.0,1,1,1,0
C/1998 L9 (SOHO),1.0,1,1,1,0
C/1998 L8 (SOHO),1.0,3,3,1,0
C/1998 L7 (SOHO),1.0,1,0,0,0
C/1998 L6 (SOHO),1.0,1,1,1,0
C/1998 L5 (SOHO),1.0,3,1,1,0
C/1998 L4 (SOHO),1.0,1,0,1,0
C/1998 L3 (SOHO),1.0,3,23,1,0
C/1998 L2 (SOHO),1.0,1,0,1,0
C/1998 L1 (SOHO),1.0,1,1,1,0
C/1998 K17 (SOHO),1.0,1,1,1,0
C/1998 K15 (SOHO),1.0,1,1,1,0
C/1998 J2 (SOHO),1.0,3,1,1,0
C/1998 K14 (SOHO),1.0,1,1,1,0
C/1998 K13 (SOHO),1.0,1,1,1,0
C/1998 K12 (SOHO),1.0,1,1,1,0
C/1998 K11 (SOHO),1.0,3,23,1,0
C/1998 K10 (SOHO),1.0,1,1,1,0
C/1998 K9 (SOHO),1.0,3,5,1,0
C/1998 K8 (SOHO),1.0,1,1,1,0
C/1998 K7 (SOHO),1.0,1,1,1,0
C/2007 S6 (SOHO),1.0,1,1,1,0
C/1998 J5 (SOHO),1.0,1,0,1,0
C/1998 J4 (SOHO),1.0,7,257,1,0
C/1998 J3 (SOHO),1.0,1,1,1,0
C/2007 U4 (SOHO),1.0,1,1,1,0
C/2007 J8 (SOHO),1.0,1,0,1,0
C/2007 U6 (SOHO),1.0,3,23,1,0
C/2007 U7 (SOHO),1.0,1,0,0,0
C/1989 S1 (SMM),1.0,5,75,1,0
C/1988 U1 (SMM),1.0,1,1,1,0
C/1989 N3 (SMM),1.0,3,19,1,0
C/1989 L1 (SMM),1.0,5,29,1,0
C/1987 T2 (SMM),1.0,1,1,1,0
C/1988 W1 (SMM),1.0,3,13,1,0
C/1987 U4 (SMM),1.0,1,1,1,0
C/1988 M1 (SMM),1.0,1,1,1,0
C/1988 Q1 (SMM),1.0,3,11,1,0
C/2007 U13 (SOHO),1.0,3,23,1,0
C/1988 T1 (SMM),1.0,1,0,1,0
C/2007 V4 (SOHO),1.0,1,1,1,0
C/2007 V3 (SOHO),1.0,1,1,1,0
C/1984 Q1 (SOLWIND),1.0,7,257,1,0
C/2007 U8 (SOHO),1.0,7,257,1,0
C/2007 U9 (SOHO),1.0,3,23,1,0
C/2007 U10 (SOHO),1.0,3,23,1,0
C/2007 U11 (SOHO),1.0,1,0,1,0
C/2007 U12 (SOHO),1.0,1,0,1,0
P/2020 K9 (Lemmon-PANSTARRS),0.32212437,1,0,0,0
